,OverallQual,GarageCars,TotalBsmtSF,GrLivArea,GarageArea,FullBath,YearBuilt,GarageYrBlt,ExterQual_TA,1stFlrSF,KitchenQual_TA,LotFrontage,ExterQual_Gd,Foundation_PConc,TotRmsAbvGrd,KitchenQual_Gd,YearRemodAdd,BsmtQual_Gd,Fireplaces,BsmtFinSF1,BsmtQual_TA,FireplaceQu_None,GarageFinish_Unf,GarageType_Attchd,BsmtUnfSF,GarageType_Detchd,MSSubClass_60,2ndFlrSF,OverallCond,BsmtFinType1_GLQ,Foundation_CBlock,Exterior1st_VinylSd,LotShape_Reg,MSSubClass_30,HeatingQC_TA,LotArea,MasVnrArea,MasVnrType_None,Neighborhood_NAmes,MSZoning_RM,CentralAir_Y,SaleCondition_Partial,GarageQual_None,HalfBath,GarageFinish_RFn,FireplaceQu_Gd,Neighborhood_NridgHt,GarageQual_TA,HouseStyle_2Story,FireplaceQu_TA,WoodDeckSF,PavedDrive_Y,GarageCond_TA,Neighborhood_NoRidge,MSZoning_RL,SaleType_WD,BedroomAbvGr,Electrical_SBrkr,MasVnrType_Stone,Neighborhood_Somerst,Neighborhood_CollgCr,OpenPorchSF,PoolQC_None,BsmtExposure_Gd,Neighborhood_Gilbert,Street_Pave,Neighborhood_OldTown,KitchenAbvGr,BsmtExposure_No,YrSold,Fence_MnPrv,MSZoning_FV,MasVnrType_BrkFace,Neighborhood_MeadowV,Exterior1st_Wd Sdng,EnclosedPorch,BsmtCond_Gd,Exterior2nd_Wd Sdng,KitchenQual_Fa,BsmtFinType1_Rec,BsmtFinSF2,MSSubClass_160,Exterior1st_CemntBd,Neighborhood_ClearCr,Neighborhood_BrkSide,RoofStyle_Hip,Neighborhood_IDOTRR,GarageType_BuiltIn,MSSubClass_50,Neighborhood_StoneBr,HeatingQC_Gd,Neighborhood_Sawyer,PavedDrive_P,Fence_None,HouseStyle_SFoyer,GarageCond_Fa,SaleCondition_Normal,MSSubClass_45,Functional_Typ,LotConfig_Inside,Exterior1st_MetalSd,Electrical_FuseF,Exterior1st_HdBoard,BsmtQual_Fa,HeatingQC_Fa,Exterior2nd_Plywood,ExterCond_TA,BldgType_Duplex,LotConfig_CulDSac,Alley_None,LotShape_IR2,Neighborhood_Edwards,BsmtFinType2_BLQ,RoofStyle_Gable,GarageCond_Po,Functional_Min2,LandSlope_Mod,ScreenPorch,ExterQual_Fa,Neighborhood_SawyerW,FireplaceQu_Po,LandContour_Lvl,MSSubClass_40,LandContour_HLS,RoofMatl_Tar&Grv,SaleType_ConLw,BsmtExposure_None,Neighborhood_BrDale,RoofStyle_Mansard,MiscVal,BldgType_TwnhsE,Alley_Pave,Exterior1st_WdShing,GarageType_CarPort,Fence_GdWo,Exterior1st_BrkFace,Condition2_Norm,BsmtFinType1_Unf,Heating_Grav,HouseStyle_SLvl,Foundation_Slab,BsmtExposure_Mn,MSSubClass_70,BsmtFinType2_Rec,Condition1_RRAe,Exterior2nd_BrkFace,HouseStyle_1.5Unf,Neighborhood_Mitchel,Electrical_FuseP,Neighborhood_NWAmes,MSSubClass_180,HouseStyle_2.5Unf,RoofStyle_Shed,BsmtFinType2_GLQ,LandSlope_Sev,MSSubClass_85,LotConfig_FR3,LotConfig_FR2,RoofMatl_WdShngl,BsmtHalfBath,Neighborhood_Blueste,Exterior1st_BrkComm,Neighborhood_Timber,Condition1_Norm,Neighborhood_SWISU,BldgType_2fmCon,Neighborhood_Veenker,Condition1_PosA,SaleCondition_Alloca,SaleType_ConLD,3SsnPorch,LotShape_IR3,Condition1_PosN,BsmtFinType1_LwQ,BsmtFinType1_BLQ,MSZoning_RH,Neighborhood_NPkVill,FireplaceQu_Fa
1083,6,1.0,1251.0,1251,461.0,1,1964,1964.0,1,1251,1,80.0,0,0,6,0,1964,0,2,553.0,1,0,0,1,698.0,0,0,0,6,0,1,0,1,0,1,8800,425.0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,3,1,0,0,0,116,1,0,0,1,0,1,1,2006,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,700,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1084,6,2.0,691.0,1498,409.0,2,1995,1995.0,1,691,1,67.74728101506298,0,1,6,0,1996,1,1,592.0,0,0,0,1,99.0,0,1,807,5,0,0,0,0,0,0,13031,0.0,1,0,0,1,0,0,1,0,0,0,1,1,1,315,1,1,0,1,1,3,1,0,0,0,44,1,0,1,1,0,1,1,2006,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,6,2.0,936.0,996,564.0,1,1992,1992.0,1,996,0,73.0,0,1,5,1,1992,1,0,747.0,0,1,1,1,189.0,0,0,0,6,1,0,0,1,0,0,9069,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0,120,1,1,0,1,1,2,1,0,0,0,0,1,0,0,1,0,1,0,2010,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,4,1.0,546.0,1092,286.0,1,1973,1973.0,1,546,1,54.8357897063695,0,0,6,0,1973,0,0,334.0,1,1,0,1,212.0,0,0,546,5,0,1,0,1,0,1,1974,0.0,1,0,1,1,0,0,1,1,0,0,1,1,0,120,1,1,0,0,1,3,1,0,0,0,96,1,0,0,1,0,1,1,2010,0,0,0,1,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1087,8,3.0,1082.0,1953,1043.0,2,2005,2005.0,0,1082,0,85.0,1,1,9,1,2006,1,1,0.0,0,0,0,1,1082.0,0,1,871,5,0,0,1,1,0,0,10574,0.0,1,0,0,1,0,0,1,1,1,0,1,1,0,160,1,1,0,0,1,3,1,0,1,0,50,1,0,0,1,0,1,0,2009,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088,7,2.0,970.0,1709,380.0,2,2004,2004.0,0,970,0,24.0,1,1,7,1,2004,1,0,0.0,0,1,1,0,970.0,1,0,739,5,0,0,1,1,0,0,2522,50.0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,3,1,1,0,0,40,1,0,0,1,0,1,1,2006,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,8,2.0,1247.0,1247,550.0,1,2005,2005.0,0,1247,0,37.0,1,1,4,1,2005,1,1,1039.0,0,0,0,1,208.0,0,0,0,5,1,0,0,0,0,0,3316,0.0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,84,1,0,0,1,0,1,1,2006,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,3,2.0,0.0,1040,400.0,2,1950,1987.0,1,1040,1,60.0,0,0,6,0,1950,0,0,0.0,0,1,1,0,0.0,1,0,0,4,0,0,0,1,0,0,8544,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,2,0,0,0,0,0,1,0,0,1,0,2,0,2009,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,7,2.0,600.0,1252,462.0,2,1999,1999.0,0,624,0,24.0,1,1,4,1,2000,1,0,510.0,0,1,1,0,90.0,1,0,628,5,0,0,0,1,0,0,2160,212.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,2,1,0,1,0,48,1,0,0,1,0,1,1,2008,0,1,1,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1092,6,2.0,1181.0,1694,576.0,2,1925,1925.0,1,1390,1,60.0,0,1,7,0,1950,0,1,423.0,1,0,1,0,758.0,1,0,304,5,0,0,0,1,0,0,8400,0.0,1,0,0,1,0,0,0,0,1,0,1,0,0,342,1,1,0,1,1,4,1,0,0,0,0,1,0,0,1,0,1,1,2008,0,0,0,0,0,128,0,0,0,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,5,2.0,864.0,1200,884.0,1,1965,1977.0,1,1200,0,71.0,0,0,6,1,1998,0,0,661.0,1,1,1,0,203.0,1,0,0,8,1,1,0,1,0,0,9230,166.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,64,1,0,0,1,0,1,0,2006,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,5,1.0,936.0,936,308.0,1,1956,1956.0,1,936,1,74.0,0,0,4,0,2000,0,0,248.0,1,1,0,1,448.0,0,0,0,7,0,1,0,1,0,0,5868,0.0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,2,1,0,0,0,0,1,0,0,1,0,1,1,2010,0,0,0,0,0,80,0,0,0,0,240.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,160,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1095,6,2.0,1314.0,1314,440.0,2,2006,2006.0,0,1314,0,78.0,1,1,6,1,2006,1,1,24.0,0,0,0,1,1290.0,0,0,0,5,1,0,1,0,0,0,9317,0.0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,3,1,0,0,1,22,1,0,0,1,0,1,1,2007,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,6,0.0,684.0,1355,0.0,1,1914,1948.1805555555557,1,773,0,60.0,0,1,7,1,2006,0,0,0.0,1,1,0,0,684.0,0,0,582,7,0,0,0,1,0,1,6882,0.0,1,0,1,1,0,1,1,0,0,0,0,1,0,136,1,0,0,0,1,3,1,0,0,0,0,1,0,0,1,0,1,1,2007,0,0,0,0,1,115,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,8,2.0,1074.0,1088,461.0,1,1986,1987.0,0,1088,0,61.26952950591428,1,0,5,1,1986,1,0,0.0,0,1,0,1,1074.0,0,0,0,5,0,1,0,1,0,0,3696,0.0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,2,1,0,0,0,74,1,0,0,1,0,1,1,2007,0,0,0,0,0,137,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,4,1.0,672.0,1324,240.0,1,1936,1936.0,1,757,1,50.0,0,0,6,0,1950,0,0,672.0,1,1,1,0,0.0,1,0,567,6,0,0,0,1,0,1,6000,0.0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,3,1,0,0,0,0,1,0,0,1,0,1,1,2009,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1099,7,2.0,1271.0,1601,478.0,2,1978,1978.0,1,1601,1,82.0,0,0,7,0,1978,1,1,704.0,0,0,0,1,567.0,0,0,0,5,0,1,0,0,0,1,11880,206.0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,3,1,0,0,0,0,1,0,0,1,0,1,1,2009,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,2,1.0,290.0,438,246.0,1,1920,1930.0,1,438,0,60.0,0,0,3,0,1950,0,0,290.0,1,1,1,0,0.0,1,0,0,5,0,1,0,1,1,1,8400,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,2009,0,0,0,0,1,0,0,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,5,1.0,950.0,950,280.0,1,1971,1981.0,1,950,1,61.0,0,0,5,0,1971,0,0,412.0,1,1,1,0,251.0,1,0,0,5,0,1,0,0,0,1,9758,0.0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,3,1,0,0,0,0,1,0,0,1,0,1,1,2007,0,0,0,0,0,0,0,0,0,0,287.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1102,5,1.0,1010.0,1134,254.0,1,1960,1960.0,1,1134,1,70.0,0,0,6,0,2002,0,0,588.0,1,1,0,1,422.0,0,0,0,7,0,1,0,1,0,0,7000,45.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,2,1,0,0,0,16,1,0,0,1,0,1,1,2007,0,0,1,0,1,0,0,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,6,2.0,655.0,1194,539.0,1,1959,1954.0,1,1194,1,79.0,0,0,6,0,1959,0,1,655.0,1,0,0,0,0.0,0,0,0,6,0,1,0,1,0,0,8910,0.0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,3,1,0,0,0,0,1,0,0,1,0,1,0,2006,0,0,0,0,0,192,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1104,5,2.0,630.0,1302,440.0,2,1970,1970.0,1,630,1,24.0,0,0,6,0,1970,0,0,0.0,1,1,1,0,630.0,1,0,672,5,0,1,0,1,0,1,2016,304.0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,3,1,0,0,0,0,1,0,0,1,0,1,1,2007,0,0,1,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,8,2.0,1463.0,2622,712.0,2,1994,1994.0,0,1500,0,98.0,1,1,9,1,1995,0,2,1032.0,0,0,0,1,431.0,0,1,1122,5,1,0,0,0,0,0,12256,362.0,0,0,0,1,0,0,1,1,0,0,1,1,1,186,1,1,1,1,1,3,1,0,0,0,32,1,0,0,1,0,1,0,2010,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,7,2.0,910.0,1442,719.0,2,1990,1990.0,0,1442,0,114.0,1,1,6,1,1991,1,1,738.0,0,0,0,1,172.0,0,0,0,5,1,0,0,0,0,0,10357,0.0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,3,1,0,0,0,244,1,0,0,1,0,1,0,2007,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,7,2.0,868.0,2021,422.0,2,2006,2006.0,0,887,0,168.0,1,1,9,1,2006,0,1,0.0,0,0,0,0,868.0,0,1,1134,5,0,0,1,0,0,0,23257,0.0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,3,1,0,0,0,100,1,0,1,1,0,1,1,2006,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1108,6,2.0,924.0,1690,463.0,2,2000,2000.0,1,948,1,65.50253153378662,0,1,7,0,2000,1,1,0.0,0,0,0,1,924.0,0,1,742,5,0,0,1,1,0,0,8063,0.0,1,0,0,1,0,0,1,1,0,0,1,1,1,100,1,1,0,1,1,3,1,0,0,0,48,1,0,1,1,0,1,1,2007,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,8,3.0,1836.0,1836,862.0,2,2004,2004.0,0,1836,0,107.0,1,1,7,1,2005,0,1,1039.0,0,0,0,1,797.0,0,0,0,5,1,0,0,0,0,0,11362,42.0,0,0,0,1,0,0,0,0,1,1,1,0,0,125,1,1,0,1,1,3,1,1,0,0,185,1,0,0,1,0,1,0,2009,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,6,2.0,773.0,1658,431.0,2,1995,1995.0,1,773,1,66.86702558583814,0,1,8,0,1996,1,1,219.0,0,0,0,1,554.0,0,1,885,5,1,0,0,1,0,0,8000,0.0,1,0,0,1,0,0,1,0,0,0,1,1,1,224,1,1,0,1,1,3,1,0,0,0,84,1,0,1,1,0,1,1,2008,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,7,2.0,803.0,1964,483.0,2,1976,1976.0,1,1098,1,80.0,0,0,8,0,1976,0,1,403.0,1,0,0,1,400.0,0,1,866,6,0,1,0,1,0,1,10480,660.0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,4,1,0,0,0,69,1,0,0,1,0,1,1,2008,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,5,1.0,816.0,816,308.0,1,1957,1957.0,1,816,1,73.0,0,0,5,0,1957,0,0,708.0,1,1,1,0,108.0,1,0,0,7,1,1,0,0,0,1,7100,0.0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,2,0,0,0,0,0,1,0,0,1,0,1,1,2006,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,5,1.0,1008.0,1008,240.0,1,1953,1953.0,1,1008,0,66.0,0,0,6,1,2006,0,0,643.0,1,1,1,1,365.0,0,0,0,7,0,1,0,1,0,0,8923,0.0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,2,1,0,0,0,18,1,0,0,1,0,1,1,2007,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
