,OverallQual,GarageCars,KitchenExterQual,GrLivArea,Baths,BsmtQual,YearBuiltRev,LotFrontage,1stFlrSF,HasPconc,YearRemodAdd,TotRmsAbvGrd,BsmtFinSF1,HasFireplaces,NeighGroup_NNS,HeatingQC,HasOpenPorchSF,NeighGroup_BlueSwis,GarageFinish_Unf,GarageType_Detchd,GarageType_Attchd,GarageFinish_Fin,BsmtUnfSF,MSSubClass_60,2ndFlrSF,OverallCond,SaleCondition_Partial,NeighGroup_BEO,BsmtFinType1_GLQ,Foundation_CBlock,MSZoning_RM,GarageQual,GarageFinish_RFn,Exterior1st_VinylSd,HasMasVnrArea,Electrical_SBrkr,LotShape_Reg,HasWoodDeckSF,MasVnrType_None,Neighborhood_NAmes,LotArea,GarageCond,NeighGroup_C3,MSSubClass_30,Neighborhood_NridgHt,CentralAir_Y,NeighGroup_BNS,LotShape_IR1,NeighGroup_STV,PavedDrive_Y,HasVnrStone,Neighborhood_Somerst,HasGarageArea,Neighborhood_NoRidge,BedroomAbvGr,Neighborhood_Gilbert,HouseStyle_2Story,MasVnrType_BrkFace,BsmtExposure_Gd,MSZoning_RL,NeighGroup_BrMeadow,Neighborhood_MeadowV,Foundation_BrkTil,MSZoning_FV,Electrical_FuseA,Neighborhood_CollgCr,Neighborhood_OldTown,GarageType_BuiltIn,BsmtCond,BsmtFinType1_ALQ,BsmtExposure_None,Fence_MnPrv,MSSubClass_160,Neighborhood_BrkSide,Neighborhood_Edwards,MSSubClass_50,Neighborhood_BrDale,Exterior1st_Wd Sdng,BsmtExposure_No,SaleType_COD,Neighborhood_NWAmes,BsmtExposure_Av,Neighborhood_NPkVill,ExterCond,LandContour_Bnk,EnclosedPorch,IsDuplex
229,7,2.0,8.0,1555,2.0,4,130,43.0,1555,1,2006,7,16.0,1,0,5,1,0,0,0,1,1,1357.0,0,0,5,0,0,1,0,0,3,0,1,1,1,1,1,0,0,3182,3,0,0,0,1,1,0,0,1,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
1409,7,2.0,6.0,2093,2.5,4,111,46.0,1236,0,1991,7,0.0,1,0,4,1,0,0,0,1,1,791.0,1,857,6,0,0,0,1,0,3,0,0,1,1,0,1,0,0,20544,3,0,0,0,1,1,1,0,1,0,0,1,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0
1291,5,1.0,6.0,1302,2.5,3,97,21.0,630,0,1972,6,231.0,0,0,3,0,0,1,1,0,0,399.0,0,672,7,0,0,0,1,1,3,0,0,1,1,1,1,0,0,1680,3,0,0,0,1,0,0,0,1,0,0,1,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,1,0,0,0,0,3,0,0,0
740,5,2.0,6.0,1432,2.0,2,35,60.0,768,0,2002,7,0.0,0,0,5,0,0,1,1,0,0,264.0,0,664,7,0,1,0,0,1,3,0,0,0,1,1,1,1,0,9600,4,0,0,0,1,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,112,0
100,6,2.0,7.0,1610,3.0,3,102,74.401959650788,1610,1,2001,6,1200.0,1,0,4,1,0,0,0,1,0,410.0,0,0,7,0,0,0,0,0,3,1,0,1,1,0,1,0,0,10603,3,0,0,0,1,1,1,0,1,0,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0
290,8,2.0,8.0,1919,2.5,4,131,120.0,1079,1,2006,8,0.0,1,0,5,1,0,0,0,1,0,1079.0,1,840,5,1,0,0,0,0,4,1,1,0,1,1,0,1,0,15611,3,1,0,0,1,0,0,0,1,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
444,7,2.0,8.0,1908,3.5,4,119,70.0,933,1,1995,8,642.0,1,0,5,1,0,1,0,1,0,273.0,1,975,5,0,0,1,0,0,3,0,1,0,1,1,1,1,0,8750,3,1,0,0,1,0,0,0,1,0,0,1,0,4,0,1,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0
878,5,2.0,7.0,1155,2.0,3,86,88.0,1155,0,1995,6,899.0,0,0,3,0,1,1,1,0,0,210.0,0,0,7,0,0,0,1,0,3,0,0,0,1,0,1,1,0,11782,3,0,0,0,1,0,1,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
1077,5,1.0,6.0,1096,2.0,3,94,71.39470113221792,1096,0,1969,6,75.0,0,0,5,1,1,0,0,1,1,230.0,0,0,5,0,0,0,1,0,3,0,1,0,1,0,1,1,1,15870,3,0,0,0,1,0,1,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
739,7,2.0,8.0,1728,2.5,4,129,65.0,864,1,2004,7,0.0,0,0,5,1,0,0,0,1,0,864.0,1,864,5,0,0,0,0,0,3,1,1,0,1,0,1,1,0,9313,3,1,0,0,1,0,1,0,1,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
391,6,2.0,7.0,1961,3.5,5,126,71.0,804,1,2002,7,690.0,1,0,5,1,1,0,0,0,1,114.0,1,1157,5,0,0,0,0,0,3,0,1,0,1,0,1,1,0,12209,3,0,0,0,1,0,1,0,1,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
86,6,2.0,8.0,1560,2.5,4,130,122.0,684,1,2005,6,0.0,1,0,5,1,0,0,0,0,1,684.0,1,876,5,0,0,0,0,0,3,0,1,0,1,0,1,1,0,11911,3,0,0,0,1,1,0,0,1,0,0,1,0,3,1,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
1458,5,1.0,7.0,1078,2.0,3,75,68.0,1078,0,1996,5,49.0,0,0,4,0,1,1,0,1,0,0.0,0,0,6,0,0,1,1,0,3,0,0,0,0,1,1,1,1,9717,3,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,112,0
666,6,2.0,6.0,2380,2.5,4,90,86.42877749784924,1465,0,1979,7,187.0,1,0,3,1,1,1,0,0,0,111.0,1,915,5,0,0,0,1,0,3,0,0,1,1,0,0,0,1,18450,3,0,0,0,1,0,1,0,1,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0
1311,7,2.0,8.0,1274,3.0,4,130,68.0,1274,1,2007,6,925.0,0,0,5,1,0,0,0,1,0,349.0,0,0,5,1,0,1,0,0,3,1,1,1,1,1,1,0,0,8814,3,1,0,0,1,0,0,0,1,0,0,1,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
475,5,2.0,6.0,970,2.0,3,88,80.0,970,0,1963,5,630.0,0,0,3,1,1,1,1,0,0,340.0,0,0,6,0,0,1,1,0,3,0,0,0,1,1,0,1,0,8480,3,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
44,5,1.0,6.0,1150,2.0,3,84,70.0,1150,0,1959,6,179.0,0,0,5,0,1,0,0,1,0,465.0,0,0,6,0,0,0,1,0,3,1,0,0,0,1,0,1,1,7945,3,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
788,4,1.0,6.0,901,1.0,3,79,50.0,901,0,2000,4,0.0,0,0,5,0,0,1,1,0,0,901.0,0,0,7,0,1,0,1,1,2,0,0,0,1,1,0,1,0,6000,3,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
1002,8,3.0,8.0,1574,2.0,4,131,75.0,1574,1,2006,7,24.0,1,0,5,1,0,0,0,1,0,1550.0,0,0,5,0,0,1,0,0,3,1,1,1,1,0,1,0,0,11957,3,0,0,0,1,0,1,1,1,0,1,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
1137,5,0.0,6.0,1020,1.0,3,0,54.0,780,0,1996,6,0.0,0,0,4,0,1,0,0,0,0,780.0,0,240,8,0,0,0,1,0,0,0,1,0,1,1,0,1,0,6342,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,176,0
24,5,1.0,7.0,1060,2.0,3,93,60.765197135762534,1060,0,2001,6,188.0,1,0,5,1,1,1,0,1,0,204.0,0,0,8,0,0,0,1,0,3,0,0,0,1,0,1,1,0,8246,3,0,0,0,1,0,1,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
1235,5,1.0,6.0,1784,1.5,4,39,96.0,892,0,1950,9,0.0,0,0,4,1,0,1,1,0,0,747.0,0,892,5,0,0,0,0,0,2,0,0,0,0,1,1,1,0,13132,2,1,0,0,1,0,0,0,0,0,0,1,0,4,0,1,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
832,7,2.0,8.0,1829,3.5,4,128,44.0,941,1,2003,7,483.0,1,0,5,1,0,0,0,1,0,458.0,1,888,6,0,0,1,0,0,3,1,1,1,1,0,1,0,0,9548,3,1,0,0,1,0,1,0,1,0,0,1,0,3,0,1,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
1193,6,2.0,6.0,1224,3.0,5,124,65.61315995087546,1224,1,1999,5,883.0,0,0,5,1,1,0,0,1,1,341.0,0,0,5,0,0,1,0,1,3,0,1,1,1,1,0,0,0,4500,3,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
591,10,3.0,10.0,2296,3.5,5,133,97.0,1728,1,2008,10,1338.0,1,1,5,1,0,0,0,0,0,384.0,1,568,5,0,0,1,0,0,3,1,0,1,1,0,1,0,0,13478,3,0,0,1,1,0,1,0,1,1,0,1,0,3,0,1,0,1,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1436,4,2.0,6.0,864,1.0,3,96,60.0,864,1,1971,5,616.0,0,0,3,0,1,1,1,0,0,248.0,0,0,6,0,0,0,0,0,3,0,0,0,1,1,0,1,1,9000,3,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
973,7,2.0,8.0,1428,2.0,4,132,95.0,1428,1,2008,6,0.0,0,0,5,1,0,0,0,1,1,1428.0,0,0,5,1,0,0,0,0,3,0,0,0,1,1,0,1,0,11639,3,0,0,0,1,0,0,1,1,0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
1056,7,2.0,8.0,1364,3.0,4,130,43.0,1364,1,2005,6,659.0,1,1,5,1,0,0,0,1,0,705.0,0,0,5,0,0,1,0,0,3,1,1,1,1,0,1,0,0,7052,3,0,0,1,1,0,1,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
109,6,2.0,6.0,1844,2.0,4,102,105.0,1844,0,1977,7,705.0,1,0,5,1,0,0,0,1,0,1139.0,0,0,6,0,0,0,1,0,3,1,0,1,1,0,0,0,0,11751,3,0,0,0,1,1,1,0,1,0,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,1,0,0,3,0,0,0
1160,6,2.0,6.0,1456,2.5,4,103,24.0,855,0,1978,7,311.0,1,0,2,0,1,1,0,1,0,544.0,0,601,5,0,0,0,1,0,3,0,0,0,1,1,1,1,0,2280,3,0,0,0,1,0,0,0,1,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,3,0,0,0
222,6,2.0,6.0,1552,3.5,4,100,85.0,811,0,1975,6,550.0,1,0,3,1,0,0,0,1,0,163.0,1,741,6,0,0,0,1,0,3,1,1,0,1,1,1,1,0,11475,3,0,0,0,1,1,0,0,1,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0
1052,6,2.0,6.0,1977,2.0,3,89,100.0,1127,0,1978,9,442.0,1,0,3,1,1,0,0,1,0,374.0,1,850,6,0,0,0,1,0,3,1,1,1,1,1,0,0,1,9500,3,0,0,0,1,0,0,0,1,0,0,1,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
722,4,2.0,6.0,864,1.0,3,95,70.0,864,0,1970,5,191.0,0,0,5,0,1,1,1,0,0,673.0,0,0,7,0,0,0,1,0,3,0,0,0,1,1,0,1,1,8120,3,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0
55,6,2.0,6.0,1425,2.0,3,89,100.0,1425,0,1964,7,490.0,1,0,4,0,1,0,0,1,0,935.0,0,0,5,0,0,0,1,0,3,1,0,1,1,0,0,0,1,10175,3,0,0,0,1,0,1,0,1,0,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
1438,6,2.0,6.0,1236,2.0,3,82,90.0,1236,0,1996,6,600.0,0,0,3,1,0,1,0,1,0,312.0,0,0,7,0,1,1,1,1,3,0,0,0,0,1,0,1,0,7407,3,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,158,0
253,6,1.0,7.0,1302,2.5,4,89,85.0,1302,0,1991,7,270.0,0,0,5,0,1,0,0,1,0,452.0,0,0,7,0,0,0,1,0,3,1,0,1,1,1,1,0,1,9350,3,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1072,5,1.0,6.0,1456,2.5,2,73,50.0,1002,0,1950,7,0.0,1,0,2,0,0,1,1,0,0,810.0,0,454,3,0,1,0,1,0,3,0,0,0,0,1,0,1,0,7585,3,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0
642,8,2.0,9.0,2704,3.5,4,97,75.0,2000,0,1995,9,1410.0,1,0,4,1,1,0,0,1,1,542.0,0,704,7,0,0,1,1,0,3,0,0,0,1,1,1,1,1,13860,3,0,0,0,1,0,0,0,1,0,0,1,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
545,7,3.0,8.0,2183,2.5,4,113,81.25393533220112,1377,1,1988,9,1002.0,0,0,4,0,0,1,0,1,0,0.0,0,806,5,0,0,1,0,0,3,0,0,1,1,0,0,0,0,13837,3,0,0,0,1,1,1,0,1,0,0,1,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4,0,0,0
477,9,3.0,10.0,2643,2.5,4,131,105.0,2069,1,2006,9,0.0,1,1,5,1,0,0,0,0,1,2153.0,1,574,5,0,0,0,0,0,3,0,1,1,1,1,1,0,0,13693,3,0,0,1,1,0,0,0,1,0,0,1,0,3,0,1,1,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
949,6,2.0,7.0,1381,2.5,3,97,78.0,1381,0,2006,5,982.0,1,0,3,0,0,0,0,1,0,179.0,0,0,7,0,0,0,1,0,3,1,0,0,1,1,0,1,0,9360,3,0,0,0,1,1,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0
843,5,0.0,6.0,1800,2.0,3,86,80.0,1800,0,1961,10,0.0,0,0,5,0,1,0,0,0,0,1800.0,0,0,4,0,0,0,1,0,0,0,0,0,1,1,0,1,1,8000,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1
63,7,2.0,6.0,1710,2.0,3,46,50.0,902,0,1950,9,0.0,0,0,4,1,0,1,1,0,0,576.0,0,808,6,0,1,0,0,1,3,0,0,0,1,0,1,1,0,10300,3,0,0,0,1,0,1,0,1,0,0,1,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,64,0
413,5,2.0,6.0,1028,1.0,3,52,56.0,1028,0,1950,5,0.0,1,0,4,0,0,1,1,0,0,1008.0,0,0,6,0,1,0,1,1,3,0,0,0,0,1,0,1,0,8960,3,0,1,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,130,0
384,6,2.0,8.0,1953,3.5,4,117,115.91011202012442,1079,1,1992,9,985.0,1,0,5,1,0,0,0,1,1,595.0,1,874,5,0,0,1,0,0,3,0,0,0,1,0,1,1,0,53107,3,1,0,0,1,0,0,0,1,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
974,7,2.0,7.0,2019,1.0,4,35,60.0,1136,0,1993,8,0.0,0,0,3,1,0,1,1,0,0,728.0,0,883,8,0,1,0,0,0,3,0,0,0,1,0,1,1,0,11414,3,0,0,0,0,0,1,0,1,0,0,1,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0
884,5,1.0,6.0,892,1.0,3,92,65.0,892,0,1967,5,432.0,0,0,3,0,1,0,0,1,0,460.0,0,0,5,0,0,0,1,0,3,1,0,1,1,1,0,0,1,7150,3,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
451,7,2.0,7.0,1533,3.0,4,100,62.0,1533,0,1975,5,655.0,1,0,3,1,0,1,0,1,0,878.0,0,0,5,0,0,0,1,0,3,0,0,0,1,0,1,1,0,70761,3,1,0,0,1,0,1,0,1,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1258,7,2.0,8.0,1166,3.0,4,130,59.0,1166,1,2005,5,655.0,0,0,5,0,0,0,0,1,1,201.0,0,0,5,0,0,1,0,0,3,0,1,1,1,0,1,0,0,9587,3,0,0,0,1,1,1,0,1,1,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
656,5,1.0,8.0,1053,2.5,3,84,72.0,1053,0,2006,5,806.0,0,0,5,0,1,0,0,1,0,247.0,0,0,7,0,0,0,1,0,3,1,0,1,1,0,0,0,1,10007,3,0,0,0,1,0,1,0,1,0,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
369,5,2.0,7.0,1287,2.0,3,84,68.50144075553749,1287,0,2006,7,72.0,1,0,5,1,1,0,1,0,1,733.0,0,0,7,0,0,0,1,0,3,0,0,0,1,0,1,1,1,9830,3,0,0,0,1,0,1,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0
689,6,2.0,8.0,1362,2.0,4,130,61.0,1362,1,2006,6,20.0,1,1,5,1,0,0,0,1,0,1342.0,0,0,5,0,0,0,0,0,3,1,1,1,1,0,1,0,0,7577,3,0,0,1,1,0,1,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
219,7,2.0,8.0,1248,2.0,4,130,43.0,1248,1,2006,5,16.0,0,0,5,0,0,0,0,1,1,1232.0,0,0,5,1,0,1,0,0,3,0,1,1,1,1,1,0,0,3010,3,0,0,0,1,1,0,0,1,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
1363,6,2.0,7.0,1412,2.5,4,131,73.0,616,1,2007,6,0.0,1,0,5,1,0,0,0,0,1,616.0,1,796,5,1,0,0,0,0,3,0,1,0,1,0,0,1,0,8499,3,0,0,0,1,1,1,0,1,0,0,1,0,3,1,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
21,7,1.0,7.0,1108,1.0,3,55,57.0,1108,1,1950,6,0.0,1,0,5,0,0,1,0,1,0,637.0,0,0,7,0,0,0,0,1,3,0,0,0,0,1,0,1,0,7449,3,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,205,0
760,6,1.0,6.0,864,1.0,3,84,70.0,864,0,1959,5,612.0,0,0,5,0,1,1,1,0,0,252.0,0,0,6,0,0,0,1,0,5,0,0,0,1,1,0,1,1,9100,5,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0
869,7,2.0,8.0,1949,3.5,4,118,80.0,1062,1,1994,8,750.0,1,0,5,1,0,0,0,1,1,300.0,1,887,5,0,0,1,0,0,3,0,0,1,1,1,1,0,0,9938,3,0,0,0,1,1,0,0,1,0,0,1,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
420,7,4.0,6.0,1344,4.0,4,122,78.0,1344,1,1998,8,1309.0,0,0,5,0,1,0,0,1,1,35.0,0,0,5,0,0,1,0,1,3,0,1,1,1,1,0,0,0,7060,3,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
199,8,3.0,9.0,1713,3.0,5,129,76.0,1713,1,2005,7,1088.0,1,1,5,1,0,0,0,1,1,625.0,0,0,5,0,0,1,0,0,3,0,1,1,1,1,0,0,0,9591,3,0,0,1,1,0,0,0,1,0,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
450,6,1.0,7.0,813,1.0,3,55,70.0,813,0,2005,5,0.0,0,0,5,1,0,1,1,0,0,813.0,0,0,8,0,1,0,0,1,2,0,0,0,0,1,0,1,0,5684,2,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0
1161,6,2.0,8.0,1640,2.0,3,79,79.93548920558821,1640,0,2006,7,728.0,1,0,5,0,0,1,1,0,0,568.0,0,0,7,0,0,0,1,0,3,0,0,1,1,0,1,0,0,14778,3,1,0,0,1,0,1,0,1,0,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
1019,7,2.0,8.0,1506,2.0,4,130,43.0,1506,1,2005,6,16.0,1,0,5,1,0,0,0,1,1,1346.0,0,0,5,0,0,1,0,0,3,0,1,1,1,1,1,0,0,3013,3,0,0,0,1,1,0,0,1,0,0,1,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
911,5,1.0,7.0,1268,1.5,4,102,73.33326681627477,1268,0,1989,5,196.0,0,0,3,0,0,1,1,0,0,1072.0,0,0,7,0,0,0,1,0,3,0,0,0,1,0,1,1,0,9286,3,1,0,0,1,0,1,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
696,5,1.0,6.0,616,1.0,3,46,50.0,616,0,1950,4,616.0,0,0,4,0,0,1,1,0,0,0.0,0,0,7,0,1,0,1,1,3,0,0,0,1,1,0,1,0,6000,3,0,1,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,129,0
811,6,2.0,8.0,848,2.0,4,129,57.96876647684878,848,1,2004,4,662.0,1,0,5,0,0,0,0,1,1,186.0,0,0,5,0,0,1,0,1,3,0,1,1,1,1,1,0,0,4438,3,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1236,7,2.0,8.0,1626,2.5,4,128,36.0,764,1,2003,6,0.0,0,1,5,1,0,0,0,0,0,764.0,0,862,5,0,0,0,0,0,3,1,1,1,1,1,0,0,0,2628,3,0,0,1,1,0,0,0,1,1,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0
1430,5,2.0,7.0,1838,2.5,4,130,60.0,734,1,2005,7,0.0,1,0,5,1,0,0,0,0,1,732.0,1,1104,5,0,0,0,0,0,3,0,1,0,1,0,1,1,0,21930,3,0,0,0,1,1,0,0,1,0,0,1,0,4,1,1,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
910,5,2.0,6.0,2274,2.0,3,85,80.0,1105,0,1960,12,443.0,0,0,3,0,1,1,1,0,0,662.0,0,1169,5,0,0,0,1,0,3,0,0,1,0,1,0,0,1,11600,3,0,0,0,1,0,0,0,1,0,0,1,0,5,0,1,1,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1
