,OverallQual,GarageCars,GrLivArea,Baths,1stFlrSF,ExterQual_TA,ExterQual_Gd,KitchenQual_TA,LotFrontage,YearRemodAdd,TotRmsAbvGrd,FireplaceQu_None,BsmtFinSF1,KitchenQual_Gd,BsmtQual_TA,BsmtQual_Gd,GarageType_Attchd,GarageFinish_Unf,GarageFinish_Fin,BsmtUnfSF,HeatingQC_Ex,GarageType_Detchd,MSSubClass_60,OverallCond,2ndFlrSF,Foundation_CBlock,BsmtFinType1_GLQ,BsmtQual_Ex,KitchenQual_Ex,Exterior1st_VinylSd,HeatingQC_TA,MasVnrType_None,LotArea,GarageFinish_RFn,MSZoning_RM,ExterQual_Ex,LotShape_Reg,GarageCond_TA,MSSubClass_30,CentralAir_Y,FireplaceQu_TA,LotShape_IR1,Neighborhood_NAmes,FireplaceQu_Gd,SaleCondition_Partial,BedroomAbvGr,GarageQual_None,Neighborhood_NoRidge,MSZoning_RL,Electrical_SBrkr,PavedDrive_Y,HouseStyle_2Story,Neighborhood_CollgCr,Neighborhood_Somerst,Neighborhood_NridgHt,Foundation_BrkTil,Neighborhood_Gilbert,MasVnrType_BrkFace,BsmtFinType1_ALQ,Electrical_FuseA,Fence_None,Fence_MnPrv,BsmtExposure_None,Exterior1st_Wd Sdng,Neighborhood_OldTown,FireplaceQu_Ex,LotConfig_CulDSac,MSZoning_FV,Neighborhood_NWAmes,Neighborhood_MeadowV,Neighborhood_IDOTRR,Exterior1st_AsbShng,MSSubClass_50,BsmtFinSF2,GarageQual_Fa,Exterior1st_CemntBd,PavedDrive_P,KitchenQual_Fa,GarageType_BuiltIn,Alley_Grvl,Neighborhood_Edwards,EnclosedPorch,LowQualFinSF,Neighborhood_Mitchel,ExterCond_Fa,MSSubClass_160,Neighborhood_Sawyer,Heating_Grav,BsmtQual_Fa,HeatingQC_Fa,Neighborhood_BrkSide,LotConfig_FR2,MSZoning_RH,LandContour_Bnk,Alley_Pave,FireplaceQu_Fa,MSSubClass_90,MSSubClass_180,HeatingQC_Gd,BsmtCond_Fa,Exterior2nd_Stucco,BsmtCond_TA,BsmtFinType2_ALQ,Exterior1st_Plywood,Condition1_Artery,BsmtExposure_Gd,BldgType_1Fam,BsmtExposure_No,Neighborhood_BrDale,Neighborhood_ClearCr,HouseStyle_SFoyer,LotShape_IR2,PoolQC_Ex,GarageType_CarPort,BsmtFinType1_Rec,BsmtExposure_Av,GarageQual_Gd,Fence_GdWo,MiscFeature_None,Foundation_Slab,FireplaceQu_Po,BsmtFinType1_LwQ,Condition2_Norm,BsmtFinType1_Unf,ScreenPorch,GarageCond_Po,Exterior2nd_Brk Cmn,Functional_Mod,Fence_MnWw,MSSubClass_40,ExterQual_Fa,Neighborhood_Timber,MSSubClass_85,MSZoning_C (all),GarageQual_Ex,GarageType_2Types,SaleType_ConLI,BsmtFinType2_Unf,RoofStyle_Gable,GarageType_Basment,MSSubClass_80,BsmtHalfBath,Neighborhood_NPkVill,Condition1_Feedr,BldgType_2fmCon,Electrical_FuseF,BsmtFinType1_BLQ,Functional_Min2,RoofStyle_Flat,Condition1_RRNn,GarageCond_Fa,MSSubClass_45,Neighborhood_StoneBr,3SsnPorch
338,7,2.0,1621,3.0,1621,0,1,0,91.0,1998,8,1,213.0,1,0,1,1,0,0,995.0,1,0,0,7,0,1,0,0,0,0,0,1,14145,1,0,0,1,1,0,1,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1025,5,2.0,882,2.0,882,1,0,1,70.0,1972,5,1,138.0,0,1,0,0,1,0,276.0,0,1,0,5,0,1,0,0,0,1,1,1,7700,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,468.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
43,5,1.0,938,2.0,938,1,0,1,64.34316765352925,1980,5,1,280.0,0,0,1,0,1,0,167.0,0,1,0,6,0,1,0,0,0,1,1,1,9200,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,491.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
539,8,2.0,1601,3.0,1601,0,1,0,79.86300914928255,2002,6,0,1358.0,1,0,1,1,0,0,223.0,1,0,0,5,0,0,1,0,0,1,0,0,11423,1,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601,6,1.0,1375,1.5,780,1,0,0,50.0,1950,6,0,0.0,1,1,0,0,1,0,780.0,0,1,0,6,595,0,0,0,0,0,1,1,9000,0,1,0,1,1,0,1,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,126,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
965,6,2.0,1484,2.5,783,0,1,0,65.0,2007,8,0,0.0,1,0,1,1,0,1,783.0,1,0,1,5,701,0,0,0,0,1,0,1,10237,0,0,0,1,1,0,1,0,0,0,1,1,3,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1307,5,2.0,990,2.0,990,1,0,1,60.0,1995,5,1,746.0,0,0,1,0,1,0,244.0,1,1,0,5,0,0,0,0,0,1,0,1,8072,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
171,6,2.0,1656,2.0,1656,1,0,1,141.0,1960,7,0,639.0,0,1,0,1,0,1,441.0,0,0,0,5,0,1,0,0,0,0,0,0,31770,0,0,0,0,1,0,1,0,1,1,1,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
417,6,3.0,2624,3.5,1370,1,0,1,86.0,1950,10,0,1128.0,0,0,1,0,1,0,242.0,0,1,0,6,1254,0,0,0,0,0,1,1,22420,0,0,0,0,1,0,0,0,1,0,1,0,4,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0
837,6,1.0,987,2.5,483,1,0,1,21.0,1973,5,1,330.0,0,1,0,0,1,0,153.0,0,1,0,5,504,1,0,0,0,0,1,0,1680,0,1,0,1,1,0,1,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
1218,4,0.0,912,1.0,672,1,0,1,52.0,1950,3,1,0.0,0,0,0,0,0,0,0.0,0,0,0,5,240,0,0,0,0,0,0,1,6240,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
806,5,1.0,980,2.0,980,1,0,1,75.0,1967,6,1,400.0,0,1,0,1,0,1,100.0,0,0,0,5,0,0,0,0,0,1,0,1,9750,0,0,0,1,1,0,1,0,0,1,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,480.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0
882,6,2.0,1593,2.5,808,1,0,1,65.8950643217535,1993,7,0,0.0,0,0,1,0,0,0,808.0,0,0,1,5,785,0,0,0,0,1,0,1,9636,1,0,0,0,1,0,1,1,1,0,0,0,3,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1359,9,3.0,1980,3.0,1980,0,1,0,129.0,2005,8,0,1447.0,0,0,0,1,0,1,533.0,1,0,0,5,0,0,1,1,1,1,0,0,16737,0,0,0,1,1,0,1,0,0,0,1,0,3,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
637,5,1.0,1387,2.0,811,1,0,0,50.0,1954,7,1,0.0,1,1,0,0,1,0,811.0,0,0,0,4,576,1,0,0,0,0,1,1,6000,0,1,0,1,1,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0
423,8,3.0,2630,3.5,1470,0,1,0,80.0,1998,8,0,986.0,1,0,1,1,0,1,484.0,0,0,1,5,1160,0,1,0,0,1,0,0,9200,0,0,0,1,1,0,1,1,0,0,0,0,4,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
727,7,2.0,1232,3.0,1232,0,1,0,64.0,2007,6,1,724.0,1,0,1,1,0,0,508.0,1,0,0,5,0,0,1,0,0,1,0,0,7314,1,0,0,1,1,0,1,0,0,0,0,0,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
967,5,1.0,1098,2.0,1098,1,0,1,65.41744627438482,1955,6,1,902.0,0,1,0,1,1,0,196.0,0,0,0,7,0,1,0,0,0,0,1,0,7390,0,0,0,0,1,0,1,0,1,1,0,0,3,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
376,5,2.0,914,1.0,914,0,1,1,57.0,1996,5,1,298.0,0,0,1,0,1,0,572.0,1,1,0,5,0,0,1,0,0,1,0,1,8846,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
524,7,3.0,2398,3.5,1383,0,1,0,95.0,1997,8,0,719.0,1,0,1,1,0,1,660.0,1,0,1,5,1015,0,1,0,0,1,0,0,11787,0,0,0,0,1,0,1,1,1,0,0,0,3,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
438,5,1.0,694,1.0,694,1,0,0,40.0,2002,4,0,365.0,1,1,0,0,1,0,75.0,0,1,0,6,0,0,0,0,0,0,1,1,4280,0,0,0,1,1,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1259,6,2.0,1054,2.5,1054,1,0,1,65.0,1969,6,1,602.0,0,0,1,1,1,0,14.0,0,0,0,8,0,1,0,0,0,0,0,1,9750,0,0,0,1,1,0,1,0,0,1,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,438.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
150,5,2.0,969,1.5,969,1,0,1,120.0,1975,5,1,716.0,0,1,0,1,1,0,253.0,0,0,0,6,0,1,0,0,0,0,1,1,10356,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
1459,5,1.0,1256,2.5,1256,0,1,1,75.0,1965,6,1,830.0,0,1,0,1,0,1,136.0,0,0,0,6,0,1,0,0,0,0,0,1,9937,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,290.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
1322,7,2.0,1923,3.5,1061,0,1,0,107.0,1992,8,0,674.0,1,0,1,1,0,0,76.0,1,0,1,5,862,0,1,0,0,0,0,1,10186,1,0,0,0,1,0,1,1,1,0,0,0,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
981,8,3.0,2612,3.5,1276,0,1,0,98.0,1999,8,0,854.0,1,0,1,1,0,1,371.0,1,0,1,5,1336,0,1,0,0,1,0,0,12203,0,0,0,0,1,0,1,1,1,0,0,0,4,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
954,6,0.0,980,3.0,980,1,0,1,35.0,1975,4,1,945.0,0,0,1,0,0,0,0.0,0,0,0,5,0,1,1,0,0,0,1,0,9400,0,0,0,0,0,0,1,0,1,0,0,0,4,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0,0,0,1,0,0,0,0,0
1313,9,3.0,2599,2.5,1422,0,1,0,108.0,1999,10,0,0.0,1,0,1,0,0,1,1393.0,1,0,1,5,1177,0,0,0,0,1,0,0,14774,0,0,0,0,1,0,1,1,1,0,0,0,4,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
143,7,2.0,1501,3.0,1501,0,1,0,78.0,1999,6,1,679.0,1,0,1,1,0,0,811.0,1,0,0,5,0,0,1,0,0,1,0,0,10335,1,0,0,0,1,0,1,0,1,0,0,0,3,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
717,5,2.0,1178,2.0,1178,1,0,0,80.0,2000,5,0,1084.0,1,0,1,1,1,0,92.0,0,0,0,6,0,1,0,0,0,0,0,1,10000,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0
526,5,1.0,928,1.0,928,1,0,1,70.0,2000,4,1,377.0,0,0,1,1,1,0,551.0,0,0,0,7,0,1,0,0,0,0,1,1,13300,0,0,0,1,1,0,1,0,0,1,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
583,10,2.0,2775,3.5,1521,0,0,0,75.0,2000,9,0,0.0,1,1,0,0,1,0,1237.0,0,1,0,9,1254,0,0,0,0,0,0,1,13500,0,1,1,1,1,0,1,0,0,0,1,0,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
975,7,2.0,1382,3.5,673,0,1,0,56.92647622009471,2000,6,1,641.0,1,0,1,0,1,0,32.0,1,1,0,5,709,0,1,0,0,0,0,1,2651,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
566,9,3.0,2504,2.5,1134,0,1,0,77.0,2007,11,0,0.0,0,0,1,0,0,1,1122.0,1,0,1,5,1370,0,0,0,1,1,0,0,11198,0,0,0,0,1,0,1,0,1,0,1,0,4,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0
440,10,3.0,2402,3.0,2402,0,0,0,105.0,2008,10,0,1767.0,0,0,0,1,0,1,788.0,1,0,0,5,0,0,1,1,1,1,0,0,15431,0,0,1,1,1,0,1,0,0,0,1,0,2,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,539.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1155,5,2.0,1437,3.0,1437,0,1,0,90.0,2004,6,0,1157.0,1,0,1,1,0,0,280.0,0,0,0,8,0,1,0,0,0,0,1,1,10768,1,0,0,0,1,0,1,0,1,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,180,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
174,6,2.0,1651,3.0,1651,1,0,1,47.0,1986,7,0,1398.0,0,0,1,1,0,1,0.0,0,0,0,5,0,1,0,0,0,1,1,0,12416,0,0,0,0,1,0,1,1,1,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,208.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
